cause,code,year,yearcode,deaths,population,rate,
Unspecified Injury,GRINJ-020,2013,2013,7776,316128839,2.5,
Unspecified Injury,GRINJ-020,2014,2014,8038,318857056,2.5,
Unspecified Injury,GRINJ-020,2015,2015,9251,321418820,2.9,
Unspecified Injury,GRINJ-020,2016,2016,8752,323127513,2.7,
Unspecified Injury,GRINJ-020,2017,2017,8803,325719178,2.7,
Unspecified Injury,GRINJ-020,2018,2018,8193,327167434,2.5,
Unspecified Injury,GRINJ-020,2019,2019,8298,328239523,2.5,
Non-Injury: Intestinal infections,GR113 001-003,1999,1999,1156,279040168,0.4,
Non-Injury: Intestinal infections,GR113 001-003,2000,2000,1368,281421906,0.5,
Non-Injury: Intestinal infections,GR113 001-003,2001,2001,1585,284968955,0.6,
Non-Injury: Intestinal infections,GR113 001-003,2002,2002,2494,287625193,0.9,
Non-Injury: Intestinal infections,GR113 001-003,2003,2003,3140,290107933,1.1,
Non-Injury: Intestinal infections,GR113 001-003,2004,2004,4390,292805298,1.5,
Non-Injury: Intestinal infections,GR113 001-003,2005,2005,5707,295516599,1.9,
Non-Injury: Intestinal infections,GR113 001-003,2006,2006,6679,298379912,2.2,
Non-Injury: Intestinal infections,GR113 001-003,2007,2007,6792,301231207,2.3,
Non-Injury: Intestinal infections,GR113 001-003,2008,2008,7926,304093966,2.6,
Non-Injury: Intestinal infections,GR113 001-003,2009,2009,10281,306771529,3.4,
Non-Injury: Intestinal infections,GR113 001-003,2010,2010,10307,308745538,3.3,
Non-Injury: Intestinal infections,GR113 001-003,2011,2011,11095,311591917,3.6,
Non-Injury: Intestinal infections,GR113 001-003,2012,2012,10673,313914040,3.4,
Non-Injury: Intestinal infections,GR113 001-003,2013,2013,10636,316128839,3.4,
Non-Injury: Intestinal infections,GR113 001-003,2014,2014,9826,318857056,3.1,
Non-Injury: Intestinal infections,GR113 001-003,2015,2015,10124,321418820,3.1,
Non-Injury: Intestinal infections,GR113 001-003,2016,2016,9369,323127513,2.9,
Non-Injury: Intestinal infections,GR113 001-003,2017,2017,8858,325719178,2.7,
Non-Injury: Intestinal infections,GR113 001-003,2018,2018,7968,327167434,2.4,
Non-Injury: Intestinal infections,GR113 001-003,2019,2019,7355,328239523,2.2,
Non-Injury: Tuberculosis,GR113 005-006,1999,1999,930,279040168,0.3,
Non-Injury: Tuberculosis,GR113 005-006,2000,2000,776,281421906,0.3,
Non-Injury: Tuberculosis,GR113 005-006,2001,2001,764,284968955,0.3,
Non-Injury: Tuberculosis,GR113 005-006,2002,2002,784,287625193,0.3,
Non-Injury: Tuberculosis,GR113 005-006,2003,2003,711,290107933,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2004,2004,657,292805298,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2005,2005,648,295516599,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2006,2006,652,298379912,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2007,2007,554,301231207,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2008,2008,585,304093966,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2009,2009,529,306771529,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2010,2010,569,308745538,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2011,2011,539,311591917,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2012,2012,510,313914040,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2013,2013,555,316128839,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2014,2014,493,318857056,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2015,2015,470,321418820,0.1,
Non-Injury: Tuberculosis,GR113 005-006,2016,2016,528,323127513,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2017,2017,515,325719178,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2018,2018,542,327167434,0.2,
Non-Injury: Tuberculosis,GR113 005-006,2019,2019,526,328239523,0.2,
Non-Injury: Whooping cough,GR113-007,1999,1999,7,279040168,Unreliable,
Non-Injury: Whooping cough,GR113-007,2000,2000,12,281421906,Unreliable,
Non-Injury: Whooping cough,GR113-007,2001,2001,17,284968955,Unreliable,
Non-Injury: Whooping cough,GR113-007,2002,2002,18,287625193,Unreliable,
Non-Injury: Whooping cough,GR113-007,2003,2003,11,290107933,Unreliable,
Non-Injury: Whooping cough,GR113-007,2004,2004,16,292805298,Unreliable,
Non-Injury: Whooping cough,GR113-007,2005,2005,31,295516599,0,
Non-Injury: Whooping cough,GR113-007,2006,2006,9,298379912,Unreliable,
Non-Injury: Whooping cough,GR113-007,2007,2007,9,301231207,Unreliable,
Non-Injury: Whooping cough,GR113-007,2008,2008,20,304093966,0,
Non-Injury: Whooping cough,GR113-007,2009,2009,15,306771529,Unreliable,
Non-Injury: Whooping cough,GR113-007,2010,2010,26,308745538,0,
Non-Injury: Whooping cough,GR113-007,2011,2011,7,311591917,Unreliable,
Non-Injury: Whooping cough,GR113-007,2012,2012,17,313914040,Unreliable,
Non-Injury: Whooping cough,GR113-007,2013,2013,12,316128839,Unreliable,
Non-Injury: Whooping cough,GR113-007,2014,2014,14,318857056,Unreliable,
Non-Injury: Whooping cough,GR113-007,2015,2015,7,321418820,Unreliable,
Non-Injury: Whooping cough,GR113-007,2016,2016,11,323127513,Unreliable,
Non-Injury: Whooping cough,GR113-007,2017,2017,9,325719178,Unreliable,
Non-Injury: Whooping cough,GR113-007,2018,2018,9,327167434,Unreliable,
Non-Injury: Whooping cough,GR113-007,2019,2019,10,328239523,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,1999,1999,5,279040168,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2000,2000,2,281421906,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2001,2001,3,284968955,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2002,2002,2,287625193,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2003,2003,1,290107933,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2004,2004,3,292805298,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2005,2005,3,295516599,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2006,2006,2,298379912,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2007,2007,3,301231207,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2008,2008,3,304093966,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2009,2009,5,306771529,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2010,2010,3,308745538,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2011,2011,4,311591917,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2012,2012,4,313914040,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2013,2013,1,316128839,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2015,2015,2,321418820,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2016,2016,2,323127513,Unreliable,
Non-Injury: Scarlet fever and erysipelas,GR113-008,2019,2019,1,328239523,Unreliable,
Non-Injury: Meningococcal infection,GR113-009,1999,1999,227,279040168,0.1,
Non-Injury: Meningococcal infection,GR113-009,2000,2000,211,281421906,0.1,
Non-Injury: Meningococcal infection,GR113-009,2001,2001,199,284968955,0.1,
Non-Injury: Meningococcal infection,GR113-009,2002,2002,161,287625193,0.1,
Non-Injury: Meningococcal infection,GR113-009,2003,2003,161,290107933,0.1,
Non-Injury: Meningococcal infection,GR113-009,2004,2004,138,292805298,0,
Non-Injury: Meningococcal infection,GR113-009,2005,2005,123,295516599,0,
Non-Injury: Meningococcal infection,GR113-009,2006,2006,105,298379912,0,
Non-Injury: Meningococcal infection,GR113-009,2007,2007,87,301231207,0,
Non-Injury: Meningococcal infection,GR113-009,2008,2008,102,304093966,0,
Non-Injury: Meningococcal infection,GR113-009,2009,2009,99,306771529,0,
Non-Injury: Meningococcal infection,GR113-009,2010,2010,79,308745538,0,
Non-Injury: Meningococcal infection,GR113-009,2011,2011,86,311591917,0,
Non-Injury: Meningococcal infection,GR113-009,2012,2012,74,313914040,0,
Non-Injury: Meningococcal infection,GR113-009,2013,2013,59,316128839,0,
Non-Injury: Meningococcal infection,GR113-009,2014,2014,43,318857056,0,
Non-Injury: Meningococcal infection,GR113-009,2015,2015,40,321418820,0,
Non-Injury: Meningococcal infection,GR113-009,2016,2016,36,323127513,0,
Non-Injury: Meningococcal infection,GR113-009,2017,2017,31,325719178,0,
Non-Injury: Meningococcal infection,GR113-009,2018,2018,28,327167434,0,
Non-Injury: Meningococcal infection,GR113-009,2019,2019,35,328239523,0,
Non-Injury: Septicemia,GR113-010,1999,1999,30680,279040168,11,
Non-Injury: Septicemia,GR113-010,2000,2000,31224,281421906,11.1,
Non-Injury: Septicemia,GR113-010,2001,2001,32238,284968955,11.3,
Non-Injury: Septicemia,GR113-010,2002,2002,33865,287625193,11.8,
Non-Injury: Septicemia,GR113-010,2003,2003,34069,290107933,11.7,
Non-Injury: Septicemia,GR113-010,2004,2004,33373,292805298,11.4,
Non-Injury: Septicemia,GR113-010,2005,2005,34136,295516599,11.6,
Non-Injury: Septicemia,GR113-010,2006,2006,34234,298379912,11.5,
Non-Injury: Septicemia,GR113-010,2007,2007,34828,301231207,11.6,
Non-Injury: Septicemia,GR113-010,2008,2008,35927,304093966,11.8,
Non-Injury: Septicemia,GR113-010,2009,2009,35639,306771529,11.6,
Non-Injury: Septicemia,GR113-010,2010,2010,34812,308745538,11.3,
Non-Injury: Septicemia,GR113-010,2011,2011,35748,311591917,11.5,
Non-Injury: Septicemia,GR113-010,2012,2012,35842,313914040,11.4,
Non-Injury: Septicemia,GR113-010,2013,2013,38156,316128839,12.1,
Non-Injury: Septicemia,GR113-010,2014,2014,38940,318857056,12.2,
Non-Injury: Septicemia,GR113-010,2015,2015,40773,321418820,12.7,
Non-Injury: Septicemia,GR113-010,2016,2016,40613,323127513,12.6,
Non-Injury: Septicemia,GR113-010,2017,2017,40922,325719178,12.6,
Non-Injury: Septicemia,GR113-010,2018,2018,40718,327167434,12.4,
Non-Injury: Septicemia,GR113-010,2019,2019,38431,328239523,11.7,
Non-Injury: Syphilis,GR113-011,1999,1999,33,279040168,0,
Non-Injury: Syphilis,GR113-011,2000,2000,41,281421906,0,
Non-Injury: Syphilis,GR113-011,2001,2001,36,284968955,0,
Non-Injury: Syphilis,GR113-011,2002,2002,41,287625193,0,
Non-Injury: Syphilis,GR113-011,2003,2003,34,290107933,0,
Non-Injury: Syphilis,GR113-011,2004,2004,43,292805298,0,
Non-Injury: Syphilis,GR113-011,2005,2005,47,295516599,0,
Non-Injury: Syphilis,GR113-011,2006,2006,38,298379912,0,
Non-Injury: Syphilis,GR113-011,2007,2007,42,301231207,0,
Non-Injury: Syphilis,GR113-011,2008,2008,34,304093966,0,
Non-Injury: Syphilis,GR113-011,2009,2009,34,306771529,0,
Non-Injury: Syphilis,GR113-011,2010,2010,28,308745538,0,
Non-Injury: Syphilis,GR113-011,2011,2011,45,311591917,0,
Non-Injury: Syphilis,GR113-011,2012,2012,37,313914040,0,
Non-Injury: Syphilis,GR113-011,2013,2013,49,316128839,0,
Non-Injury: Syphilis,GR113-011,2014,2014,43,318857056,0,
Non-Injury: Syphilis,GR113-011,2015,2015,45,321418820,0,
Non-Injury: Syphilis,GR113-011,2016,2016,41,323127513,0,
Non-Injury: Syphilis,GR113-011,2017,2017,63,325719178,0,
Non-Injury: Syphilis,GR113-011,2018,2018,37,327167434,0,
Non-Injury: Syphilis,GR113-011,2019,2019,43,328239523,0,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,1999,1999,3,279040168,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2000,2000,2,281421906,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2001,2001,9,284968955,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2002,2002,9,287625193,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2003,2003,13,290107933,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2004,2004,5,292805298,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2005,2005,6,295516599,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2006,2006,5,298379912,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2007,2007,3,301231207,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2008,2008,2,304093966,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2009,2009,2,306771529,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2010,2010,9,308745538,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2011,2011,5,311591917,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2012,2012,5,313914040,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2013,2013,4,316128839,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2014,2014,3,318857056,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2015,2015,3,321418820,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2016,2016,2,323127513,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2017,2017,3,325719178,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2018,2018,4,327167434,Unreliable,
Non-Injury: Arthropod-borne viral encephalitis,GR113-013,2019,2019,17,328239523,Unreliable,
Non-Injury: Measles,GR113-014,1999,1999,2,279040168,Unreliable,
Non-Injury: Measles,GR113-014,2000,2000,1,281421906,Unreliable,
Non-Injury: Measles,GR113-014,2001,2001,1,284968955,Unreliable,
Non-Injury: Measles,GR113-014,2003,2003,1,290107933,Unreliable,
Non-Injury: Measles,GR113-014,2005,2005,1,295516599,Unreliable,
Non-Injury: Measles,GR113-014,2009,2009,2,306771529,Unreliable,
Non-Injury: Measles,GR113-014,2010,2010,2,308745538,Unreliable,
Non-Injury: Measles,GR113-014,2012,2012,2,313914040,Unreliable,
Non-Injury: Measles,GR113-014,2019,2019,1,328239523,Unreliable,
Non-Injury: Viral hepatitis,GR113-015,1999,1999,4853,279040168,1.7,
Non-Injury: Viral hepatitis,GR113-015,2000,2000,5357,281421906,1.9,
Non-Injury: Viral hepatitis,GR113-015,2001,2001,5585,284968955,2,
Non-Injury: Viral hepatitis,GR113-015,2002,2002,5793,287625193,2,
Non-Injury: Viral hepatitis,GR113-015,2003,2003,5431,290107933,1.9,
Non-Injury: Viral hepatitis,GR113-015,2004,2004,5382,292805298,1.8,
Non-Injury: Viral hepatitis,GR113-015,2005,2005,5529,295516599,1.9,
Non-Injury: Viral hepatitis,GR113-015,2006,2006,7250,298379912,2.4,
Non-Injury: Viral hepatitis,GR113-015,2007,2007,7407,301231207,2.5,
Non-Injury: Viral hepatitis,GR113-015,2008,2008,7629,304093966,2.5,
Non-Injury: Viral hepatitis,GR113-015,2009,2009,7694,306771529,2.5,
Non-Injury: Viral hepatitis,GR113-015,2010,2010,7564,308745538,2.4,
Non-Injury: Viral hepatitis,GR113-015,2011,2011,7850,311591917,2.5,
Non-Injury: Viral hepatitis,GR113-015,2012,2012,8062,313914040,2.6,
Non-Injury: Viral hepatitis,GR113-015,2013,2013,8157,316128839,2.6,
Non-Injury: Viral hepatitis,GR113-015,2014,2014,8081,318857056,2.5,
Non-Injury: Viral hepatitis,GR113-015,2015,2015,7461,321418820,2.3,
Non-Injury: Viral hepatitis,GR113-015,2016,2016,6421,323127513,2,
Non-Injury: Viral hepatitis,GR113-015,2017,2017,5611,325719178,1.7,
Non-Injury: Viral hepatitis,GR113-015,2018,2018,4842,327167434,1.5,
Non-Injury: Viral hepatitis,GR113-015,2019,2019,4285,328239523,1.3,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,1999,1999,14802,279040168,5.3,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2000,2000,14478,281421906,5.1,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2001,2001,14175,284968955,5,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2002,2002,14095,287625193,4.9,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2003,2003,13658,290107933,4.7,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2004,2004,13063,292805298,4.5,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2005,2005,12543,295516599,4.2,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2006,2006,12113,298379912,4.1,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2007,2007,11295,301231207,3.7,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2008,2008,10285,304093966,3.4,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2009,2009,9406,306771529,3.1,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2010,2010,8369,308745538,2.7,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2011,2011,7683,311591917,2.5,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2012,2012,7216,313914040,2.3,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2013,2013,6955,316128839,2.2,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2014,2014,6721,318857056,2.1,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2015,2015,6465,321418820,2,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2016,2016,6160,323127513,1.9,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2017,2017,5698,325719178,1.7,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2018,2018,5425,327167434,1.7,
Non-Injury: Human immunodeficiency virus (HIV) disease,GR113-016,2019,2019,5044,328239523,1.5,
Non-Injury: Malaria,GR113-017,1999,1999,7,279040168,Unreliable,
Non-Injury: Malaria,GR113-017,2000,2000,3,281421906,Unreliable,
Non-Injury: Malaria,GR113-017,2001,2001,9,284968955,Unreliable,
Non-Injury: Malaria,GR113-017,2002,2002,12,287625193,Unreliable,
Non-Injury: Malaria,GR113-017,2003,2003,4,290107933,Unreliable,
Non-Injury: Malaria,GR113-017,2004,2004,8,292805298,Unreliable,
Non-Injury: Malaria,GR113-017,2005,2005,6,295516599,Unreliable,
Non-Injury: Malaria,GR113-017,2006,2006,9,298379912,Unreliable,
Non-Injury: Malaria,GR113-017,2007,2007,5,301231207,Unreliable,
Non-Injury: Malaria,GR113-017,2008,2008,5,304093966,Unreliable,
Non-Injury: Malaria,GR113-017,2009,2009,3,306771529,Unreliable,
Non-Injury: Malaria,GR113-017,2010,2010,10,308745538,Unreliable,
Non-Injury: Malaria,GR113-017,2011,2011,3,311591917,Unreliable,
Non-Injury: Malaria,GR113-017,2012,2012,6,313914040,Unreliable,
Non-Injury: Malaria,GR113-017,2013,2013,10,316128839,Unreliable,
Non-Injury: Malaria,GR113-017,2014,2014,8,318857056,Unreliable,
Non-Injury: Malaria,GR113-017,2015,2015,8,321418820,Unreliable,
Non-Injury: Malaria,GR113-017,2016,2016,5,323127513,Unreliable,
Non-Injury: Malaria,GR113-017,2017,2017,7,325719178,Unreliable,
Non-Injury: Malaria,GR113-017,2018,2018,8,327167434,Unreliable,
Non-Injury: Malaria,GR113-017,2019,2019,6,328239523,Unreliable,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,1999,1999,7279,279040168,2.6,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2000,2000,5532,281421906,2,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2001,2001,5715,284968955,2,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2002,2002,6707,287625193,2.3,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2003,2003,7427,290107933,2.6,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2004,2004,7540,292805298,2.6,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2005,2005,7727,295516599,2.6,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2006,2006,5897,298379912,2,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2007,2007,5825,301231207,1.9,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2008,2008,5914,304093966,1.9,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2009,2009,5849,306771529,1.9,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2010,2010,5805,308745538,1.9,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2011,2011,5753,311591917,1.8,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2012,2012,5961,313914040,1.9,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2013,2013,6007,316128839,1.9,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2014,2014,6241,318857056,2,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2015,2015,6692,321418820,2.1,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2016,2016,6864,323127513,2.1,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2017,2017,7668,325719178,2.4,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2018,2018,8390,327167434,2.6,
Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae,GR113-018,2019,2019,8952,328239523,2.7,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,1999,1999,549838,279040168,197,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2000,2000,553091,281421906,196.5,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2001,2001,553768,284968955,194.3,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2002,2002,557271,287625193,193.7,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2003,2003,556902,290107933,192,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2004,2004,553888,292805298,189.2,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2005,2005,559312,295516599,189.3,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2006,2006,559888,298379912,187.6,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2007,2007,562875,301231207,186.9,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2008,2008,565469,304093966,186,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2009,2009,567628,306771529,185,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2010,2010,574743,308745538,186.2,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2011,2011,576691,311591917,185.1,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2012,2012,582623,313914040,185.6,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2013,2013,584881,316128839,185,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2014,2014,591700,318857056,185.6,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2015,2015,595930,321418820,185.4,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2016,2016,598038,323127513,185.1,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2017,2017,599108,325719178,183.9,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2018,2018,599274,327167434,183.2,
Non-Injury: Malignant neoplasms (Cancers),GR113 020-043,2019,2019,599601,328239523,182.7,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,1999,1999,13227,279040168,4.7,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2000,2000,13546,281421906,4.8,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2001,2001,13676,284968955,4.8,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2002,2002,13299,287625193,4.6,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2003,2003,13563,290107933,4.7,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2004,2004,13580,292805298,4.6,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2005,2005,13710,295516599,4.6,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2006,2006,14122,298379912,4.7,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2007,2007,14204,301231207,4.7,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2008,2008,14470,304093966,4.8,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2009,2009,14605,306771529,4.8,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2010,2010,14917,308745538,4.8,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2011,2011,14997,311591917,4.8,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2012,2012,15056,313914040,4.8,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2013,2013,15232,316128839,4.8,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2014,2014,16039,318857056,5,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2015,2015,16277,321418820,5.1,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2016,2016,15794,323127513,4.9,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2017,2017,15824,325719178,4.9,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2018,2018,15640,327167434,4.8,
"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior",GR113-044,2019,2019,15590,328239523,4.7,
Non-Injury: Anemias,GR113-045,1999,1999,4503,279040168,1.6,
Non-Injury: Anemias,GR113-045,2000,2000,4494,281421906,1.6,
Non-Injury: Anemias,GR113-045,2001,2001,4627,284968955,1.6,
Non-Injury: Anemias,GR113-045,2002,2002,4614,287625193,1.6,
Non-Injury: Anemias,GR113-045,2003,2003,4594,290107933,1.6,
Non-Injury: Anemias,GR113-045,2004,2004,4575,292805298,1.6,
Non-Injury: Anemias,GR113-045,2005,2005,4624,295516599,1.6,
Non-Injury: Anemias,GR113-045,2006,2006,3996,298379912,1.3,
Non-Injury: Anemias,GR113-045,2007,2007,4829,301231207,1.6,
Non-Injury: Anemias,GR113-045,2008,2008,5018,304093966,1.7,
Non-Injury: Anemias,GR113-045,2009,2009,4686,306771529,1.5,
Non-Injury: Anemias,GR113-045,2010,2010,4852,308745538,1.6,
Non-Injury: Anemias,GR113-045,2011,2011,4988,311591917,1.6,
Non-Injury: Anemias,GR113-045,2012,2012,5190,313914040,1.7,
Non-Injury: Anemias,GR113-045,2013,2013,4894,316128839,1.5,
